Name,GUID,StatusOfReport
Enclosure 03-Palynological and Palynofacies_VGP-113-BV-5X.pdf,4bf1efdf-1816-4a15-962e-f061d7ce58cd,Final report Approved
Enclosure 04-Integrated Biostratigraphy Chart_VGP-113-BV-5X.pdf,6770705b-e5a5-4f47-83c1-554652a2619e,Final report Approved
TB841 Bio _113-Btr-1X.pdf,2ca5c494-3b16-477d-ab82-1db3bfea88ff,Final report Approved
Enclosure (result charts) 113-Btr-1X.pdf,f672ec41-7ba5-4bb2-85f8-ddcfb4944fb5,Final report
TB 837_Bio-113-BD-2X.pdf,bfa07458-d584-4086-9c86-3c4cae564040,Final report Approved
VGP-113-BD-1X_SWC Report.doc,c6561a4e-b1b1-46e4-992d-1a1c4b4b249c,Interim report
VGP-113-BD-2X_RCA Report.doc,a720e25d-199b-4c37-a693-881a9e2f71c3,Interim report
VGP-113-BD-2X_SCAL Report.pdf,9c6f7854-fec4-49a3-ad96-404a53cc6383,Final report
VGP-113-BTR-1X_RCA Report.doc,608e6aab-2c16-444c-b56b-120acae7b296,Final report
VGP-113-BTR-1X_SCAL Report.pdf,08aca57b-8f6b-4f7e-8669-3c4b42055d74,Final report
VGP-113-BV-5X_SCAL Report_.pdf,49b4850f-55bc-4f45-9b7c-97e87b37102a,Final report
113-BD-2X-Petrography.pdf,08ae79a2-471e-44ce-a8d7-441f3364ae3a,Final report
113-BTr-1X-Petrography.pdf,79c7df7b-38a1-45a6-b008-b3d19987a2d8,Final report
TB 819_Geo 113-BD-2X.pdf,777dca70-e88b-4809-b6da-0ad5428bb4e9,Final report Approved
113-BD-1X FWR VGP.pdf,e98cc6b4-0061-411c-b715-b34ec96f9cbe,Final report Approved
113-BV-1X Final well report.pdf,9db7eac8-547d-4535-bea5-900f9b5028a4,Final report
Geochemistry report-BV-3X-VPI-VGP 2020.pdf,971bdde7-c737-4da7-9a6f-cb28af6e441a,Final report
113-BV-3X Geochemical report-Full.pdf,d9155298-e709-4619-9cdf-83e74398e8e8,Interim report
Geochemical report 113-BV-5X.pdf,2c76c0cc-9bf2-451d-a826-37ac5c9037e1,Interim report
Geo-113-BV-1X.pdf,fc81cbc8-a42e-4183-a29a-402748430638,Final report Approved
VGP_113_BD_1X Petrography report VPI.pdf,4666f602-0282-4a23-8e47-4b1bb12fe6b2,Interim report
Petrography report  of  VGP-113-BV-3X well.pdf,667dc7f2-9d30-43ea-9780-d0935fc8d9c2,Final report
Petrography Report VGP-113-BV-5X.pdf,3e02773d-b8d2-4466-bc57-f61b18b3743c,Final report
Report_VGP-113-BV-1X_SWC_final.pdf,3edd5e63-ab82-45bf-89d1-f0ae53316470,Interim report
SCAL Report_VGP-113-BV-3X_English.pdf,0e8292cb-5c35-48cb-b32a-a7e613cbb4a3,Final report
RCA Report_VGP-113-BV-3X_English.pdf,7bb82e6a-c036-497e-98e0-5fd0e2e3af0a,Final report
RCA_Report_VGP-113-BV-5X_English.pdf,b460329e-e74d-421b-8503-b6cc8255fa7f,Final report
A4_ MasterLog_113-BTr-1X (520-1410).pdf,7d6f887f-644a-43d1-9901-e8552f9aaa35,Final report
Compositelong_VGP_113BD_1X_eng.pdf,b66fd44f-6e01-41de-becf-bd4844101a93,Final report
113-BD-2X-Composite log.pdf,edf28c80-55a4-4f8d-b871-6c6479b3e8c9,Final report
MasterLog_VGP-113-BV-1X.pdf,6b651fff-d2bc-48e0-8a02-6a8e5f2a18ea,Final report
GasLog_VGP-113-BV-1X.pdf,536859d4-6335-470e-807c-ea59ff148c25,Final report
PressLog_VGP-113-BV-1X.pdf,ba43d98c-ee87-4bbc-9775-5b453fb2eeae,Final report
VGP-113-BV-1X Core description.pdf,00d73936-0ad7-409f-8683-36a5582cd588,Interim report
Reconstruction...l_report_BV_3X.pdf,af970d50-0573-4679-b1fe-cff02624ff91,Final report Approved
A4_ MasterLog_BV-5X_(111-1717m).pdf,97007dc6-0cd3-4f93-a15c-bfcdd428a3b2,Final report
Composite Log BV_5X_English_final.pdf,56917bc4-a4d4-4b19-a844-4cc3cacd6cae,Final report
BC_SHELL114_002-.pdf,57424326-78d2-4447-bbda-4d23e4b1eba6,Final report
BC_SHELL_114_003.pdf,1eeb508d-96a9-4e75-afee-ba8d3471c6e1,Final report Approved
TB12_Bio 114-KT-1X.pdf,140447d6-a844-49e7-9bb7-2dd9154ee7e4,Final report Approved
115-A-1X Well completion report IPL 1991.pdf,074eab99-d32f-41b9-9eb1-d213ac61edb6,Final report Approved
115-A-1X Post drilling IPL.pdf,ad2cc367-327c-43e0-8c68-ae22f832e193,Final report
BC_IPL115_002 truoc khoan.pdf,e9a7393b-4c47-4614-a802-d6d1ca7db899,Final report
117-STB-1X Final well report.pdf,34a06555-dbe5-42dd-8f3a-d5a89e42c3e6,Final report
117-STB-1X Geo completion report BP.pdf,8b48ae50-d2c8-484f-b54e-2a3dbdd7ea9e,Final report
117-STB-1X well evaluation report.pdf,441642e4-1dc3-40a0-93b6-8846c503d058,Final report Approved
117-STB-1X Fluid analysis.pdf,87b5694b-9f4a-4bc1-9d61-2645c4ce5d8a,Interim report
BC_BP 118-BT-1X Biostratigraphy.pdf,0f51644f-c0f6-4e5a-a0ec-b70fceeb467b,Final report
Enclosure (result charts) 118-BT-1X.pdf,80f1b011-0a86-46e6-b577-b49583f9f0bf,Final report
BC_BP118_029.pdf,51db84a0-48e3-4d44-8658-3de013f63400,Final report
Biostratigraphy Report_118-CVX-2X&2XST1.pdf,4eef93e9-f605-47d1-a7f2-38791dd998cf,Final report
Enclosure 01.pdf,0788f35c-0ded-4bd3-9dfe-223d93cc49c9,Final report
Enclosure (charts) 118-CVX-2X&2XST1.pdf,57153227-ec28-463d-b470-7e8011ba4ea4,Final report
Enclosure 02.pdf,7fa28843-a57d-4367-9c14-caa9c4b91a7b,Final report
Enclosure 03.pdf,882336df-db15-48b2-9fc9-5cb6e886f12d,Final report
Enclosure 04.pdf,5f3043ae-eac9-49a0-a009-1d94e3884a1b,Final report
Enclosure 06.pdf,e0c6f300-179b-4199-8788-c1708cc78ab7,Final report
Enclosure 05.pdf,d584b9a9-ec26-4b88-8c51-67c18b8b5eac,Final report
Enclosure 07.pdf,d6ee2e1c-ae0d-41c5-b221-a2fe23401f6b,Final report
Enclosure 08.pdf,de4e2586-7743-43b6-859b-e42e8e624449,Final report
TB 1093_Core analysis_118-CVX-3X.pdf,36224a7e-64b6-477e-926f-485bffca6159,Final report Approved
118-BT-1X well evaluation report.pdf,ab69f2b7-94f4-4fdd-820c-e5965e0245c4,Final report
118-BT-1X Final Well Report.pdf,e971ec18-d70a-4a0e-9f06-092adedde51d,Final report
118-CVX-1X Geological well report.pdf,810ec5f9-95fb-41c9-9340-9f1c4ac893dd,Final report
118-BT-1X Petrographic and reservoir quality....pdf,71689fd8-38ba-4652-8e22-9e59e67b5086,Final report Approved
SWC analysis Report_118-CVX-2X.pdf,401dc931-b5be-4da0-b727-cd20c4aa5f9b,Final report
Pressure Evaluation Log-(118-BT-1X).pdf,5232eef6-9342-4f01-aa5c-79291c9a7306,Final report
BC_BP 118-BT-1X routine core.pdf,8dbf5e5a-6972-4e1c-b701-d30a85d7b059,Final report
BC_BP118-CVX-1X_reservoir evaluation.pdf,7ed77b9a-4bc8-4de8-ac11-253606c14d0e,Final report
BC_BP118_041.pdf,2d1444e5-00aa-4582-bd0d-839d12cb3b9c,Final report
118-CVX-4X_Geological completion report .pdf,53e3a4c2-b141-4fcf-be14-51746bea0792,Final report Approved
07. Core Workshop well overview.pdf,9b6985c0-0638-48fe-854e-63e260f0e055,Final report
CVX3X_LWDP_MEM_20120710_00000m_01678mMD_1_200.pdf,dcfe447e-b84b-4f66-a0ba-430c010b450c,Final report Approved
118-CVX-3X_geological completion report.pdf,75dae4a3-0b09-48af-9c63-c632c3f585df,Final report Approved
BC_BP_DN_118&119.PDF,cd976b6a-8845-49f5-89da-74841498f313,Final report
118-CVX_4X Thin section bio....pdf,c91ae74a-2838-4ea7-adb7-40fef3661a2d,Final report Approved
118-CVX-4X-Core.pdf,2d02259a-ceff-4371-9870-c42cc2323617,Final report Approved
118.CVX.1XWell.Evaluation.Report.pdf,d7e5dd94-dd1e-476b-a684-1435fa9d9bad,Final report Approved
Biostratigraphy Report_118-CVX-3X.pdf,bdf188b7-782d-4663-9a48-3e00e759dbe1,Final report Approved
119-CH-biostraigraphy.pdf,89dc15ae-ccdc-4d10-b2c3-355b61061baa,Final report
BC_BP Geo Completion Report 119-CH-1X.pdf,960dd0a8-d1b9-4042-8929-cf59f47826ad,Final report
BC_BP_DN_118&119.PDF,83408f7c-812f-4dea-ae20-3ed72772f973,Final report
BC_BP119_core analysis.pdf,eb24c960-e4c7-49f9-a17c-98fa4c559658,Final report
119-CH-1X-sedimentology.pdf,647e72db-5c80-4770-b63c-17d690de4442,Final report Approved
TB165_Geochemical evaluation of the section between 720m and 1512m of the BHPP_120-CS-1X.pdf,228a76ee-d8a8-47c6-b72b-0a5b81009549,Final report
120-cs-1x drilling report.pdf,092e006d-8f72-4bb5-a976-8958dfa829be,Final report Approved
120-cs-1x wcr.pdf,2e9ce3e3-a27d-46c2-899c-e1e4d0b96555,Interim report
120-CS-1X Well Summary.pdf,fb13174b-6641-40ad-a80d-0e5bb395814f,Interim report
120-CS-1X_Mudlogger_report.pdf,f8c70457-d124-45bf-8c8a-f28e81a75588,Interim report
120-CN-1X_FGR_Ca Ngu 1_final.pdf,a1951d7b-133e-4bab-b12b-c4ee47425a7e,Final report Approved
120-CS-1X & 121-CM-1X Petrography_BHP.pdf,c22caea5-15a2-4cc6-9689-7c75341809f8,Final report Approved
Final-bio report_120-Ca Ngu 1.pdf,3db18ac9-2f9b-42c1-864f-7e8ea23336fe,Final report Approved
VSP-120-CN-1X ENI.pdf,3e8db30b-2356-441b-a006-1c2eef613c1f,Final report Approved
"120-CN-1X_Fluid Inclusion Petrography and Microthermometry,.pdf",0a3dd013-cc28-47ee-8aa7-c0bc7dedb20a,Final report Approved
Final Geological Report_120-Ca Lang-1X_1079m_signed.pdf,50510057-9be8-4db8-89f3-c75765aa5854,Final report Approved
High Resolution Biostratigraphy Report_120-CAL-1X.pdf,d5652291-4fc2-4b37-bae2-6335e00caa14,Final report
Mud logging-Final well report 120-CL-1X.pdf,ebe6f525-ba71-4306-af75-9f352c3d8fba,Final report Approved
Shallow drilling hazard acessment 120-CL-1X.pdf,9f98881f-2d2e-4995-b82b-edf7196a3a94,Final report Approved
Block 120-121_020 Technical evaluation.pdf,a2930bdc-ef3e-448d-ae69-38c17a25bff7,Final report
121-CM-1X Biostratigraphic report BHP.pdf,9f9cf0a9-2428-4184-ae93-cd7821c72fcb,Final report Approved
TB904 HR Bio 121-CM-1X.pdf,13224b52-0db5-43d2-9ecc-cd288c8b6822,Final report Approved
TB166_Geochemical evaluation of the section between 800m and 2200m of the BHPP_121-CM-1X.pdf,da475261-d20c-4a36-8923-2864fa200a6c,Final report
Origin_hanoi_workshop_full.pdf,c335755e-e877-47c8-888f-3f57ad49060a,Interim report
121-CV-1X_HIGH RESOLUTION Biostratigraphy report.pdf,2f70e8ae-8958-4ad3-a79b-c7f995a70e36,Final report Approved
121 -CV-1X (CA VOI) WELL COMPLETION REPORT block 121.pdf,d227be8c-2f56-4c9c-9450-ece12269b915,Final report Approved
121-CV-1X_Mudlogging Final well report.pdf,1f31a3d4-4bc9-4dc2-b3c3-3a354f1982b7,Final report Approved
121-CV-1X_PETROGRAPHY REPORT.pdf,89608b1e-d14d-4a05-b105-dfce0ae5ae5e,Final report
121-CM-1X Well Summary.pdf,4c18a3f2-bdfe-4147-ac21-e13a35c6b73a,Final report
121-CM-1X well completion report.pdf,971b1685-9e0f-4b12-b9ef-45552899f6ad,Final report Approved
121-CM-1X Petrography of Volcanic rocks.pdf,4ab45d1a-cc71-4f65-8f17-a44165a9a027,Final report Approved
121-CM-1X_mudlogger_report.pdf,7b8d91a8-68b4-4b65-b69f-92a6281642c3,Final report
121-CM-1X drilling report.pdf,2b7c29fa-c53c-4234-8791-1c3e6af981a8,Final report
120-CS-1X & 121-CM-1X Petrography_BHP.pdf,9dd63e71-3326-4f9b-a40a-5eab1d16e06d,Final report Approved
121-CV-1X_VSP_Field_Report Origin_.pdf,1b0c997e-df04-47fb-b642-5539460b5443,Final report
Block 121_Rock Physics and Seismic Attribute Analysis Flounder Lead.pdf,b1e13f87-44c2-41d4-a10d-567574680fdf,Final report
Block 121_Technical evaluation report.pdf,5b663464-6484-4f04-bc4f-3d229451773d,Final report
TB209_D14-STL-3XFinal Report of routine core analysis on Anjoil.pdf,de6c0bba-8147-48d1-8828-cda3f65eb43c,Final report Approved
D14-STL-2X-Petrography.pdf,3d45447c-a90a-4b7c-a865-a77ef2947cbb,Final report Approved
D14-STL-3X-Petrography.pdf,1bbcf99c-1a87-4b7a-8d2b-b2dcc85f9bf7,Final report Approved
TB 69_Bio and Geochem_B10-STB-1X.pdf,447cf70b-ec9a-44dd-9e40-ec4505d4d4f8,Final report Approved
TB 71_Petro_B10-STB-1X.pdf,6f118202-1b75-440f-bf90-f3abb9891e0e,Final report Approved
TB 70_Geochem_B10-STB-1X.pdf,c1afc731-9ba7-4ada-9ee6-e33a43d11cfc,Final report Approved
B10-STB-1X FWR Geoservise.pdf,3fd30d75-3d6b-4daa-a89f-5fd619dfc2a4,Final report Approved
TB48_Petro_D14-STL-1X.pdf,e136172a-5c56-478d-a625-7b364182b616,Final report Approved
TB455_Petro_PV-XT-1X.pdf,a47f21ed-01d5-412a-9709-008b696c8b02,Final report Approved
D14-STL-4X Report.xlsx,f8998146-8130-4693-b401-584bea56c376,
Well Completion Report B10-STB-1X Hanoi Basin Vietnam.pdf,06b199f8-dc87-4300-907a-325f87f62dd2,Final report Approved
Well Test Report B10-TB-1X for Anzoil.pdf,b1130114-ad86-413a-98cd-6a7eceb7d32b,Final report Approved
B10-STB2_Composite Log.pdf,a6bf6424-8cd9-4cc1-b2e2-8073b2da1b13,Final report Approved
B10-STB2 Master Log.pdf,0581a288-66bc-448e-a252-233d60f0df64,Final report Approved
Maurel and Prom - B10-STB-2X - Well Completion Report - PSC-Hanoi Basin.pdf,cf28261e-848b-4e55-bff6-f9e96230c7b3,Final report Approved
Baocaotongket_CBM.pdf,5f8d260e-475f-4db6-835d-1f4fcd597ca1,Final report
Bio-chart_MVHN-02-CR-1X.xlsx,8b7f0e14-1223-4568-bfd6-6b049ae1864c,
Final_report_MVHN-02-CR-1X.pdf,908032b7-053c-4603-a94d-c8a7acc7500b,Final report
Final_report_MVHN-02-DV-1X.pdf,f15f5466-02b9-494c-9731-217d633d4105,Final report
Bio-results_MVHN-02-DV-1X.xlsx,c0945676-bac2-481c-8884-2633d380ef5a,
Geochemical report MVHN02-CR-1X.pdf,43edd5e9-9209-499c-ae69-3f1cd97abcd4,Final report
Geochemical report MVHN-02-DV-1X.pdf,1d1705c6-ae8f-4eb0-9775-2896abcbe762,Final report
APPENDIX I. T.S-MVHN-02-CR-1X.doc,c8e73d33-c584-4ac1-88a7-30aaf308c8e7,Final report
XRD for clay CR-1X.pdf,9bf6f9f1-3458-4757-8073-b23a391d43df,Final report
REPORT_ MVHN-02-CR-1X (edited).pdf,ec1ed83e-1429-4741-ab80-4ffa972f0380,Final report
XRD for whole rock CR-1X.pdf,9ff4eb79-f23d-46a5-9860-4c5f020b194f,Final report
Figure 2 Classification for conglomerate & sandstone.xls,f2b87bff-2fcc-4803-bf97-ab978d91e81f,
Table 2. Cutting Composition (MVHN-02-CR-1X (13.03.12).xls,4e7c02b3-b837-458a-a447-957c3e7425cf,
Table 1. Sample_list_and_analytic_items_of_well_MVHN-02-CR-1X.xls,6b6a4205-de09-4acd-9d86-bbd9ab2fe91f,
Table 4. Petrography_data_of_well_MVHN-02-CR-1X (F).xls,012c777f-765a-424b-bc2d-88fb2758cd81,
Table 5. Result of  Clay Fraction for MVHN-02-CR-1X well.XLS,85b3e269-e14e-405c-9394-b4b17d61c2a5,
table 3_ lithology_MVHN-02-CR-1X (Final).xls,7f08ef1e-cd01-4717-9a6d-a4edcf2dcd7d,
Table 6. Result of  Whole Rock for MVHN-02-CR-1X well.xls,dfa45017-3426-41b0-a3f5-b09a3989888b,
table 3_ lithology_MVHN-02-CR-1X (Final).pdf,82f27084-ac0a-4001-966f-0b296c34a959,Final report
Appendix I. Petrography DV-1X final.doc,2dd45365-e193-44f3-8007-5e33b2ae0f3e,
Figure 2 Classification for conglomerate & sandstone 1.xls.xlsx,bb90bf70-52f2-4ce7-8c66-a523d20fea7e,
Lithology chart DV-1X f.pdf,59f97242-9eee-44ac-85c3-2f86e06efe38,
Report of MVHN 02-DV-1X well.pdf,161d146a-e9c0-42b4-8fc1-2585f750caf9,Final report
Table 1  Sample list and analytic items of well MVHN02-DV-1X.xls,037c3689-79aa-4000-8baf-50a9eed57ea2,
Table 2. Cutting composition of MVHN-DV-1X.well.xls,44ff4897-fcab-41d2-b50f-bd993dde63b1,
Final report of MVHN 02-DV-1X well.doc,e75eaa66-ca70-40f9-aa0d-0dbf24555d8d,Final report
Table 4 result of XRD for Whole Rock of cutting samples DV-1X well.xls,2ad4464e-a14f-4c96-96eb-18d73a44ee61,
Table 3 Petrographic data of MVHN02-DV-1X well (cuttings).xls,782da12b-232f-4480-8d77-4143c12c7563,
Table 5 result of XRD for clay fraction of cutting samples DV-1X well.XLS,59f6d104-4d88-49a6-b5ac-30524d8d9487,
XRD for clay DV-1X.pdf,017ce74b-d64f-49d6-9e1f-4bf66eaecd5b,Final report
XRD for whole rock DV-1X.pdf,778ad783-5e7e-4bfe-a479-56f4a638515b,Final report
Compositelog A3 - MVHN02-CR-1X.pdf,c043ba62-ddaf-4f52-8ab5-8f25ee0887e8,Final report
CAI RONG-1X-Wellsite Completion Report - 30-01-2012.doc,530631a3-d6d1-4c1e-8ae3-c2f36c6d599d,Final report
DONG VAN-1X-Wellsite Completion Report - 13-01-2012.doc,1b645506-8559-4f91-873c-27aae2dccaaa,Final report
LITHOLOGY COLUMN CR -1X & DV-1X.pptx,618bcd03-fe90-48a5-a5e1-d3d304f8c4db,Final report
Final Report_Lukoil_carbonate_study_Hong modied June 7.docx,6019d10d-7d6d-4dde-8d4a-1b744029eb86,Final report
Final VPI-QUAD Report 9-9-08.doc,6e62cce9-8993-4b80-886e-af5fa1c1eb50,Final report Approved
Quad-VPI-Fieldtrip.pdf,5131c921-2801-45eb-ae5f-b68f8a214d2a,Final report
A4_ MasterLog_DV-1X (0-1665m).pdf,5c9d75a9-8877-4e7e-acb3-cbebbae7bb95,Final report
